-0.009218466	0.0064231865	-0.004941605	0.0228456	0.038888846	0.04731698	0.019940976	0.03538883	-0.010368504	-0.018961465	-0.046986055	-0.0049079657	0.019850228	0.016668152	-0.03425511	-0.03731053	-0.01209699	0.018036153	-0.0291507	-0.027300263
0.04787523	-0.018198647	0.03611822	0.044550728	0.024571683	0.020750705	0.0024790056	0.020111267	-0.024795497	-0.03923633	-0.030044211	0.0077568516	-0.022759413	-0.009174682	-0.022372818	0.00946331	-0.045703698	0.033848908	0.0022959113	0.006981291
-0.03671799	0.026982192	-0.010791041	-0.04677975	-0.012654532	-0.0013110265	0.011780094	-0.0397668	0.013034534	0.033349846	0.031229425	-0.01581826	-0.016086817	-0.03859861	0.032083634	-0.021852423	0.01719376	0.009592522	-0.009615958	-0.013317861
-0.0030824058	0.0073794723	0.013713781	0.038721684	-0.0225806	0.021173146	-0.0032530203	0.014614735	0.024173643	-0.018506788	-0.014476549	0.029151652	-0.02572465	-0.010688283	0.022929851	0.014360499	-0.029435767	-0.034383964	-0.0151104815	-0.029837405
0.04935589	-0.038856246	0.04222374	-0.038578928	0.037187587	-0.0036948808	-0.029428793	0.04542354	-0.008960426	0.005866088	0.02301595	-0.034084402	0.022195224	-0.0236027	0.019137692	-0.045774724	0.003172826	0.019051824	0.037895788	0.0068259835
-0.029919827	0.0066978335	-0.04348711	-0.014557373	-0.0049745813	-0.007759057	0.018536124	-0.016160738	-0.0069153532	-0.037306987	0.005319964	0.006986618	-0.042771257	0.041405175	-0.02909335	-0.0030584335	0.029443968	-0.008235693	-0.0015613213	0.0045434833
0.007432781	-0.009056043	-0.02930888	-0.03815136	0.04960425	0.036019508	-0.023856629	0.03639287	-0.028207947	0.033414666	0.037595514	-0.011561714	0.00398656	0.046489168	0.0031097531	-0.041856706	0.03146216	0.04273479	0.022363972	-0.02984432
0.005155217	0.026576523	0.0030236617	0.01880275	-0.018158555	0.018955063	-0.026541984	0.02660514	0.006157495	0.01399691	-0.0017366186	-0.040222954	-0.006972812	0.030755114	-0.035546314	0.045903932	0.020574931	0.0091745965	0.01895583	0.02568579
0.023493025	0.0324667	-0.042880513	0.032093216	0.0005030744	-0.035369933	0.027880419	0.037224162	0.033714164	-0.013191938	0.038422767	-0.019215478	-0.014756143	0.0067054406	0.014907304	-0.028216029	0.028069783	0.049544837	-0.006250955	-0.04202212
-0.008029796	0.014630798	0.0039970167	0.0019503236	0.003687799	0.009634983	0.025602434	0.0036892518	0.034556497	-0.023412121	-0.009374153	0.048006166	0.023796331	0.003574349	0.0015366673	-0.022999262	0.044125248	-0.0013802275	-0.042951893	0.046366896
-0.042760383	0.027049031	-0.039938413	0.013242666	-0.0071921833	0.0040903203	-0.023275888	0.010302972	0.04613093	0.0365551	-0.038869	-0.023259724	0.018076215	0.03035703	-0.04879979	-0.042726256	0.04010803	0.031041216	-0.042272057	0.013241205
-0.018347584	-0.03922993	-0.04609864	0.048924875	-0.037655544	-0.008641563	0.033540677	0.032247234	0.038959447	0.0057100058	-0.033957258	0.017800782	0.009918965	0.042401996	-0.005735554	0.011028122	0.042294156	5.0913543e-05	-0.021117771	-0.04541582
-0.004304696	-0.019900192	-0.026303602	0.0471473	0.041741554	-0.034075	0.045000423	-0.03746345	-0.040623415	-0.00019267946	0.009787332	0.04726113	0.015547242	0.04287144	-0.002127327	0.031985316	-0.021013308	-0.017550826	0.003713835	0.004766606
-0.0071618333	0.039268423	-0.0334995	0.038891707	0.043508712	-0.039080597	-0.037344526	-0.0038943999	-0.013543677	0.026621867	-0.0028687231	0.021395627	-0.042319704	-0.028143203	0.045133565	0.013650265	0.043413375	-0.043281913	-0.048612203	-0.03698474
0.011101998	0.02571081	0.01156453	-0.027887344	-0.02340958	0.019639228	0.015610959	-0.024228204	-0.033700623	-0.0017831437	-0.00142207	0.023222987	0.03532541	-0.04618598	-0.01803746	0.0011496171	-0.012846865	-0.0003024228	-0.016619314	0.008246254
0.035282504	-0.014659714	0.049903248	-0.017328143	0.016736414	0.03369491	-0.00826963	0.019550193	0.045177367	-0.013692547	0.039022375	-0.043218043	0.009890854	0.034286786	-0.0027963296	0.04253814	-0.032985352	-0.027690684	0.02047373	-0.03889537
-0.005012501	0.038862716	-0.039096333	0.008666776	0.033455502	-0.04999007	0.003625609	-0.02343489	0.011567891	-0.04268352	-0.005380761	-0.0129672885	-0.0072152726	0.019873533	0.04359359	-0.044927087	0.001635097	-0.002830755	0.0453091	0.008723129
-0.008072972	-0.04124389	-0.030393792	-0.0476179	0.023432318	0.02082945	0.04644629	-0.019696368	-0.0180086	-0.0052489415	-0.027579093	-0.04095205	0.032107953	0.047988106	-0.038804688	0.04585744	-0.023449779	0.030920375	-0.04689282	0.012260817
-0.02572918	-0.019060254	-0.0149128325	-0.0023485795	-0.03591763	0.005448889	0.0092663765	-0.03386201	-0.0028759725	0.03162476	0.04318342	-0.0061029084	0.009874009	0.038584676	0.01125858	0.04058775	0.03922412	-0.0032163635	0.021752957	-0.044739652
-0.006313812	0.007731043	-0.040983867	-0.009027623	-0.031531144	-0.04672512	-0.009390533	0.01701777	-0.013169609	-0.036882877	0.010930657	-0.010265183	-0.035803795	-0.014575563	0.04660305	0.04414126	0.02871127	-0.00796311	0.034234	0.0455218
0.039948735	-0.010178208	0.044635866	-0.04752293	0.038575698	-0.014085613	0.014215205	0.021356236	-0.012373507	0.032365624	0.014801715	0.029978763	-0.024101222	0.0011610165	0.047800366	0.004117869	0.038034204	-0.035324585	0.045429897	0.012963023
0.019751336	-0.010488082	0.022913028	0.028165903	-0.0009026751	0.0069236383	-0.010854017	0.008487891	0.0053324923	0.013740096	-0.039451372	-0.009716533	0.012869779	0.024976078	-0.026760375	-0.011849511	0.03126658	0.042040262	-0.02200644	0.016711008
-0.01329311	-0.027058005	0.034554746	-0.024291039	0.033718515	0.010226823	-0.011544932	0.02338871	-0.04855367	0.022957016	-0.008543026	0.04059433	-0.043489587	0.037021782	-0.0053897016	-0.026587522	0.048715983	-0.02801757	-0.009207118	0.0006590374
